,document,score,review_score,most_words,Pos_Neu_Neg
151,일단 맛은 인정한다.맛있다. 하지만 이런 비싼가격이면 어디서 만들어도 맛있을것이다.좋은 재료 쓰면 맛없는 집이 있을까?한달에 한번이면 족하다.버거킹처럼 자주가긴 어렵다.,3.3,0.6712,"[('일단', 1), ('맛', 1), ('인정', 1), ('맛있다', 1), ('이런', 1), ('비싼', 1), ('가격', 1), ('맛있을것이다', 1), ('좋은', 1), ('재료', 1)]",긍정
152,김앤장이 인정한 버거맛집콜라에 쉐이크 햄바거2 치즈감튀1최고의 메뉴조합(꿀)명성에 비해 가격도 나름 reasonable한 편이라고 생각함니다,2.1,0.9107,"[('김앤장', 1), ('인정', 1), ('버거', 1), ('맛집', 1), ('콜라', 1), ('쉐이크', 1), ('햄바거', 1), ('치즈', 1), ('감', 1), ('최고', 1)]",긍정
153,화요일 저녁에 늦게 갔을때 패티 맛있었어요 개꿀맛,3.3,0.849,"[('화요일', 1), ('저녁', 1), ('때', 1), ('패티', 1), ('맛있었어요', 1), ('개꿀맛', 1)]",긍정
154,버섯패티 너무 맛있네용,3.8,0.9742,"[('버섯', 1), ('패티', 1), ('맛있네용', 1)]",긍정
155,프랜차이즈 가게는 프랜차이즈 점포간의 비교로 별점을 매깁니다.초심을 잃은 전형적인 매장입니다.패티 굽는 아르바이트생 손맛 따라서 햄버거맛이 이렇게 달라지는 햄버거 집은 또 처음봤습니다. 햄버거 2개 주문했는데 탄맛에 고기 패티맛이 다 묻혔습니다. 가끔씩 갈 때 마다 같은 메뉴 주문했고,4.3,0.9281,"[('햄버거', 3), ('맛', 3), ('프랜차이즈', 2), ('패티', 2), ('주문', 2), ('가게', 1), ('점포', 1), ('비교', 1), ('점', 1), ('매', 1)]",긍정
156, 그동안 맛있게 잘 먹었는데. 이번엔 너무 실망스러웠네요... 가격이 싼 것도 아니고 나름 프리미엄으로 승부하는 햄버거인데 이렇게 맛의 편차가 강하면 과연 누가 그돈주고 먹을까 싶습니다.좋은 기억에 친구들까지 데리고 가서 같이 먹었는데 너무 미안했네요... 5월 5일 저녁 9시경 방문함.,3.2,0.0183,"[('그동안', 1), ('맛있게', 1), ('이번', 1), ('실망', 1), ('스러웠네요', 1), ('가격', 1), ('것', 1), ('아니고', 1), ('나름', 1), ('프리미엄', 1)]",부정
157,일단 알바생들 하나같이 똥씹은 표정에 귀찮은 티 팍팍 내면서 최소한의 예의만 지키구요,3.8,0.047,"[('일단', 1), ('알바생', 1), ('똥', 1), ('표정', 1), ('귀찮은', 1), ('티', 1), ('내면', 1), ('최소한', 1), ('예의', 1)]",부정
158, 감자튀김은 내가 튀겨도 더 바삭하고 맛있을거 같고 (소스도 별로 안맛있음) 음료는 에이드 시켜먹었는데 너무 별로였고 (길거리 2500원 짜리 에이드가 몇배는 맛있겠네요) 그나마 버거가 맛있는 편이었는데 세트메뉴로 싸게 먹을 수 있는것도 아니고 15000원 넘겨가며 음료 + 버거 + 감튀라.. 가격대비 창렬이네요. 비쌀대로 비싸고 먹고 나서 포만감도 없고 맛이랑 서비스가 이정도 밖에 안되면.. 솔직히 근처 맥날 버거킹 롯데리아 가서 이만큼 돈내고 먹으시는게 차라리 몇배는 만족하실거라 확신해요ㅠㅎㅎ,3.2,0.0209,"[('별로', 2), ('음료', 2), ('이드', 2), ('배', 2), ('버거', 2), ('감자', 1), ('튀김', 1), ('내', 1), ('더', 1), ('바삭', 1)]",부정
159,인생버거bb밀쉨+감튀 조합으로 먹으면 천국이 따로 없음,3.7,0.8742,"[('인생', 1), ('버거', 1), ('밀쉨', 1), ('감', 1), ('조합', 1), ('천국', 1), ('없음', 1)]",긍정
160,줄 긴거 기다리고 먹었는데 기대감 탓인지 맛은 잘 모르겠네요,3.8,0.0309,"[('줄', 1), ('대감', 1), ('탓', 1), ('맛', 1)]",부정
161,여기는 일요일도 줄이 졸라 길다 걍 신분당선 타고 정자역에서 환승해서 서현역 가서 먹는 게 낫겠다,4.1,0.4472,"[('일요일', 1), ('졸라', 1), ('길다', 1), ('신분당선', 1), ('타고', 1), ('정자역', 1), ('환승', 1), ('서현역', 1), ('게', 1)]",중립
162,양적고 맛있어영 슈롬버거,3.8,0.7852,"[('양적', 1), ('맛있어', 1), ('영', 1), ('슈롬', 1), ('버거', 1)]",긍정
163,쉐이크랑 프라이가 맛있네 햄버거는 별로,3.7,0.4712,"[('쉐이크', 1), ('프라이', 1), ('맛있네', 1), ('햄버거', 1), ('별로', 1)]",중립
164,워낙 유명해서 먹었는데 맛있었어요!!! 쉐이크에 감자튀김 찍어먹어야 된다고 들었는데 역시 특이하면서도 맛있었어요~~~ 햄버거 좋아하면 꼭 먹어볼것!!!,3.3,0.9906,"[('맛있었어요', 2), ('워낙', 1), ('유명해서', 1), ('쉐이크', 1), ('감자', 1), ('튀김', 1), ('역시', 1), ('특이하면서도', 1), ('햄버거', 1), ('좋아하면', 1)]",긍정
0,빵점없나요? 사람이 부족하면 뽑으세요 쫌,1.5,0.1428,"[('빵점', 1), ('없나요', 1), ('사람', 1), ('부족하면', 1), ('쫌', 1)]",부정
1,맛은 프렌차이즈니까 똑같음주문 실수 있어서 다시 받음There's a mistake in my order.마치 내가 주문을 잘못했다는 듯이 쳐다봄The staff looked at me as if I had made a wrong order.친절한 직원도 있지만 극소수임. 바쁘다고 불친절할 수 있다는건 이해안됨.There are friendly staff,1.0,0.022,"[('주문', 2), ('맛', 1), ('프렌차이즈', 1), ('똑같음', 1), ('실수', 1), ('있어서', 1), ('다시', 1), ('마치', 1), ('내', 1), ('듯이', 1)]",부정
2, but very few. I don't understand that being busy can be unfriendly.평점이 낮은건 이유가 있었다.There was a reason for the low rating.,1.0,0.711,"[('평점', 1), ('낮은건', 1), ('이유', 1), ('있었다', 1)]",긍정
3,21일 여직원분 손가락 욕때문에 당황스럽고 답답했어요 제가 청각장애때문에 못알아듣었고 매대 앞에 음식 알려주셨고 여자알바분(덩크 돌고래신발) 손가락욕때문에 장난처럼 같았어요 솔직히 많이 화가났어요,5.0,0.1047,"[('때문', 3), ('여직원', 1), ('손가락', 1), ('욕', 1), ('당황', 1), ('스럽고', 1), ('답답했어요', 1), ('제', 1), ('청각장애', 1), ('앞', 1)]",부정
4,2월3일 10시20분쯤 있었던 남자직원분 손빠르고 친절해요카운터에 있던 사람들중에 이분만 인사해주셨어요,3.0,0.8125,"[('있었던', 1), ('남자', 1), ('직원', 1), ('손', 1), ('빠르고', 1), ('친절해요', 1), ('카운터', 1), ('있던', 1), ('사람', 1), ('중', 1)]",긍정
5,직권들이 말 잘 안 들어요. 15cm 사이즈 시켰는데 30cm 받았어요 ㅠ 야채도 잘 안 넣었어요. 기분이 많이 나빠졌어요.,1.0,0.0094,"[('안', 2), ('직권', 1), ('말', 1), ('사이즈', 1), ('야채', 1), ('기분', 1)]",부정
6,점심 피크때 방문했는데 알바생이 혼자서 넘 힘들어보였어요.검정 유니폼 아줌마는 멀뚱멀뚱 서있고 사장님으로 보이는 할아버지(?)분께선 엄청 친절하셨습니다.,3.3,0.5226,"[('점심', 1), ('피크', 1), ('때', 1), ('방문', 1), ('알바생', 1), ('혼자', 1), ('힘들어', 1), ('검정', 1), ('유니폼', 1), ('아줌마', 1)]",중립
7,맛은 뭐 당연히 맛있는걸 넣었으니 맛있지만 양이 말도안되게 적어요. 다른 지점 1/3 정도? 서브웨이를 이렇게 하나도 안흘리고 깔끔하게 먹은건 처음이네요. 썸남 데리고 가면 우악스럽게 안먹고 깔끔하게 먹을 수 있어서 좋을듯. 불친절은 어플로 주문하고 픽업만 해서 모르겠고 양이 너무 적어서 다시는 안갈듯.,2.8,0.5216,"[('양', 2), ('깔끔하게', 2), ('맛', 1), ('뭐', 1), ('당연히', 1), ('맛있는걸', 1), ('맛있지만', 1), ('말', 1), ('안되게', 1), ('다른', 1)]",중립
8,진짜 왠만하면 5점 남기는데 여기는 빡쳐서 1점 줘야겠습니다. 도대체 오븐 고장의 원인으로  야채를 굽지 말라는 건  왜 여기만 건가요..? 체인점이라면 모두가 그래야 하는 거 아닙니까? 아니 도대체 야채를 넣으면 고장나는 오븐이 세상에 어디있나요? 솔직하게 동선 꼬여서 불편하다고 말하면 이해를 하겠는데 어이가 없습니다 진심;;; 그리고 왜 매장 내에서 먹는다고 컵 뚜껑을 안주시는 건지.? 법이 그래서 그런 거라면 컵도 일회용 말고 매장 컵으로 주셔야죠..;;; 무튼 매우 기분이 나쁩니다. 고기도 적게 담아주고요. 서비스 제멋대로 할 거면 운영하지 마세요.,3.3,0.0033,"[('거', 3), ('컵', 3), ('점', 2), ('도대체', 2), ('오븐', 2), ('고장', 2), ('야채', 2), ('말', 2), ('왜', 2), ('라면', 2)]",부정
9,매장 청결도나 맛은 그럭저럭 괜찮은데 직원들이 다른 직원 꼽주는 모습 잘봤습니다^^ 내가 다 눈치보이고 불편해서 입맛 떨어짐,4.4,0.0075,"[('직원', 2), ('매장', 1), ('청결', 1), ('도나', 1), ('맛', 1), ('괜찮은데', 1), ('다른', 1), ('꼽주', 1), ('모습', 1), ('내', 1)]",부정
10,너무 불친절해요 거의 레전드급,3.4,0.0547,"[('불친절해요', 1), ('거의', 1), ('레전드', 1)]",부정
11,계산해주시는 알바생이 너무 불친절해요~ 영수증을 던지듯이 주네요 표정도 너무 화가나있네요~,3.7,0.0076,"[('계산', 1), ('알바생', 1), ('불친절해요', 1), ('영수증', 1), ('주네', 1), ('표정', 1), ('화가', 1), ('있네요', 1)]",부정
12,여성분 친절하세요!!,4.2,0.8332,"[('여성', 1), ('친절하세요', 1)]",긍정
13,후기가 안좋은건 너무 바빠서 그런게 아닐까 싶습니다. 서비스 좋고 친절해요.,1.0,0.6197,"[('후기', 1), ('안좋은', 1), ('건', 1), ('바빠서', 1), ('그런게', 1), ('아닐까', 1), ('서비스', 1), ('좋고', 1), ('친절해요', 1)]",중립
14,야채 많이 주세요 했는데 눈앞에서 양파 3조각 넣어주는거 실화..? 양이 어처구니없음,4.1,0.0385,"[('야채', 1), ('눈앞', 1), ('양파', 1), ('실화', 1), ('양', 1), ('어처구니없음', 1)]",부정
15,이렇게 최악인 곳은 또 처음... 양이 다른 지점에 비해 1/3밖에 안 돼요 여러 번 얘기했는데도 소스도 하나 안 넣어 주고 야채 양 진짜,5.0,0.0043,"[('양', 2), ('안', 2), ('최악', 1), ('곳', 1), ('또', 1), ('처음', 1), ('다른', 1), ('지점', 1), ('여러', 1), ('번', 1)]",부정
16, 할말하않,4.3,0.1579,[],부정
17, 동네까지 가서 먹을 걸 그랬어요 ㅠㅠ 계산해 주시는 분만 좀 친절하신 것 같은데 진짜 그것 빼고는 최 악 악,3.6,0.0774,"[('악', 2), ('동네', 1), ('걸', 1), ('그랬어요', 1), ('계산', 1), ('주시', 1), ('분만', 1), ('좀', 1), ('친절하신', 1), ('것', 1)]",부정
18,매니저처럼 보이시는 분과 직원분들 태도가 너무 별로... 강남이라 매출 잘 나와서 고객관리 소홀한건지 모르겠지만,4.5,0.0135,"[('매니저', 1), ('보이시', 1), ('분과', 1), ('직원', 1), ('태도', 1), ('별로', 1), ('강남', 1), ('매출', 1), ('고객', 1), ('관리', 1)]",부정
19, 이대로라면 사장님 피해만 심할 듯 합니다.직원들끼리 고객 흉보고,4.3,0.0414,"[('로라', 1), ('사장', 1), ('피해', 1), ('심할', 1), ('듯', 1), ('직원', 1), ('끼리', 1), ('고객', 1)]",부정
20, 궁시렁 거리고,3.5,0.2349,"[('궁', 1), ('시렁', 1), ('거리', 1)]",부정
21, 고객 반겨주지 않는 태도 교육 부탁드립니다.,4.5,0.102,"[('고객', 1), ('태도', 1), ('교육', 1), ('부탁드립니다', 1)]",부정
22,신선해요.,1.0,0.919,"[('신선해요', 1)]",긍정
23,요기요 주문했는데 여기는 배달업체 통해서 배달하기 때문에 배달 늦으면 늦는다는 표시도 없고 다시는 여기서 배달주문 안 하려구요.  다른 지점 쿠팡 치타배달(30분이내)할까 하다가 요기요 주로 이용해서 여기로 최소 45분 고려하고 한건데 비와서 손님 점심 접대로 주문했는데 예상시간보다 최소 20분 이상 늦어져서 식사시간이 너무 늦어지고 있어서 너무너무 난감한 상황이예요. 전화응대는 친절하게 해주셨지만 저는 너무 난감한 상황에 쳐해져서 아주 안 좋은 기억으로 남겨질 것 같아요.,4.2,0.024,"[('배달', 5), ('주문', 3), ('요기', 2), ('여기', 2), ('안', 2), ('최소', 2), ('시간', 2), ('난감한', 2), ('상황', 2), ('업체', 1)]",부정
24,악플이 상당히 많은데... 서브웨이 20군데 넘게 가본 경험으로 댓글 달아요. 서브웨이 바쁜 지점은 진짜 박터지게 바빠서,5.0,0.0331,"[('서브웨이', 2), ('악플', 1), ('상당히', 1), ('많은데', 1), ('군데', 1), ('경험', 1), ('댓글', 1), ('바쁜', 1), ('지점', 1), ('진짜', 1)]",부정
25, 직원들이 환한 미소를 짓진 않더라고요. 여기도 점심에 웨이팅이 문앞까지 있는거 같은데,4.3,0.8867,"[('직원', 1), ('환한', 1), ('미소', 1), ('여기', 1), ('점심', 1), ('웨이팅', 1), ('앞', 1), ('있는거', 1), ('같은데', 1)]",긍정
26, 직원들이 친절하지도 불친절하지도 않습니다. 그냥 딱 주문 받고 할거 합니다.더럽다고 하는분들이 있었는데,4.5,0.1876,"[('직원', 1), ('친절하지도', 1), ('불친절하지도', 1), ('그냥', 1), ('주문', 1), ('더럽다고', 1), ('분', 1), ('있었는데', 1)]",부정
27, 글쎄요... 회전율 빠른 것 치고 테이블 더럽거나 하진 않고,3.1,0.1418,"[('글쎄요', 1), ('회전', 1), ('율', 1), ('빠른', 1), ('것', 1), ('테이블', 1), ('더럽거나', 1), ('하진', 1)]",부정
28, 오히려 분위기가 환해서 좋더라고요.진짜 안산 쪽 최악의 서브웨이 지점들을 안가봐서 모르시는 거에요. 진짜 소리지르고 야채 던지듯이 만드는곳도 있어요,4.6,0.7046,"[('진짜', 2), ('오히려', 1), ('분위기', 1), ('환해서', 1), ('좋더라고요', 1), ('안산', 1), ('쪽', 1), ('최악', 1), ('서브웨이', 1), ('지점', 1)]",긍정
29,직원 얼굴에 손님상대하기 굉장히 싫고 귀찮다 라고 얼굴과 말투에 써있음...우리동네 서브웨이 (서울대입구점) 생각하고 평소처럼 즐겁게 방문했다가 기분 나쁘게 나왔음.,4.2,0.0241,"[('얼굴', 2), ('직원', 1), ('손님', 1), ('상대', 1), ('굉장히', 1), ('싫고', 1), ('귀찮다', 1), ('말투', 1), ('우리동네', 1), ('서브웨이', 1)]",부정
30,야채가 너무적어요. 너무납작해요. 개선좀해주세요,4.1,0.0182,"[('야채', 1), ('무적', 1), ('납작해요', 1), ('개선', 1), ('좀', 1)]",부정
31,서브웨이 좋은데.. 좀 환경이 지저분하고 정신없는느낌 ㅠ,3.3,0.4699,"[('서브웨이', 1), ('좋은데', 1), ('좀', 1), ('환경', 1), ('지저분하고', 1), ('정신', 1), ('없는', 1), ('느낌', 1)]",중립
32,매니저가 손님이랑 소리지르면서 싸우고있음; 대사듣고 드라마찍는줄.. 직원교육 안시키나 레알 리뷰에 직원얘기엄청많네ㅉㅉ,4.2,0.0609,"[('직원', 2), ('매니저', 1), ('손님', 1), ('소리', 1), ('대사', 1), ('드라마', 1), ('교육', 1), ('레알', 1), ('리뷰', 1), ('얘기', 1)]",부정
33,알바인지 직원인지 본인들끼리 떠드는 소리가 매장 전체 손님들보다 더 큼.. 주문 받는데도 옆에 직원이랑 떠들다가 받으니까 몇번이나 말해도 자꾸 잘못알아들음 손님이 아니라 본인들 떠드는 소리가 너무 시끄럽고 체할거같아서 후딱먹고 뛰쳐나옴 앞으로 안갈 것 ㅠ,3.4,0.0039,"[('직원', 2), ('본인', 2), ('소리', 2), ('손님', 2), ('알바', 1), ('끼리', 1), ('매장', 1), ('전체', 1), ('더', 1), ('주문', 1)]",부정
34,아침 해장으로 뚝딱,1.0,0.8104,"[('아침', 1), ('해장', 1), ('뚝딱', 1)]",긍정
35,저는 사람없을 때 가긴했는데 불친절하다는 느낌을 못받았습니다. 매장도 깔끔하고 맛있어요.,3.1,0.8742,"[('저', 1), ('사람', 1), ('없을', 1), ('때', 1), ('불친절하다는', 1), ('느낌', 1), ('매장', 1), ('깔끔하고', 1), ('맛있어요', 1)]",긍정
36,야채들이 신선했고 맛났어요~,5.0,0.8431,"[('야채', 1), ('신선했고', 1), ('맛', 1)]",긍정
37,손님한테 돼지라함ㅋㅋㅋ 물어보니까 베지시켜서 베지라고 말한거라네요~~ 참치시켰는데 진짜 레전드 ~ 가서 한입도 안먹고 기분 더러워서 버렸다니깐 아~ 몰랐어요 ~ 정말요? 어떡하죠? 대응 진짜 뭐지? 매니저도 없음 원래 매장에 매니저 없냐니까 원래 있는데 일찍 퇴근했다네요 뭐이리 책임감들이 없음?,2.2,0.347,"[('진짜', 2), ('뭐', 2), ('매니저', 2), ('없음', 2), ('원래', 2), ('손님', 1), ('돼지', 1), ('함', 1), ('말', 1), ('거', 1)]",중립
38,혼밥하기 짱! 그리고 직원분들도 친절해요! 제가 갔을때 항상 바로바로 주문을 받았어요!,2.0,0.991,"[('혼밥', 1), ('짱', 1), ('직원', 1), ('친절해요', 1), ('제', 1), ('때', 1), ('항상', 1), ('주문', 1)]",긍정
39,감사해용,3.9,0.9065,[],긍정
40,맛 만 좋더라~,3.0,0.9408,"[('맛', 1), ('만', 1), ('좋더라', 1)]",긍정
41,매장이 깔끔직원 친절두께는 다른데보다 약간 얇은것같다,3.0,0.4447,"[('매장', 1), ('직원', 1), ('친절', 1), ('두께', 1), ('데', 1), ('약간', 1), ('얇은것', 1), ('같다', 1)]",중립
42,밑에 리뷰들보고 엥 하고 리뷰씁니당6월 둘째주 정도 갔는데 야채가 쪼금 작다고는 느꼈는데 직원분들 바뀌셔서 그런지 대체적으로 친절한느낌?남자직원분 친절했어요웨지감자 나오자마자 주셨는데 이때까지 먹은 웨지감자 중에서 제일 맛있어써오..주방 직원분들은 많은데 홀 정리는 좀 덜 된 느낌...점심시간 좀 지나고 갔는데 테이블이랑 의자에 지지 묻어있고 쓰레기 바닥에 떨어져있는 건 좀...,1.3,0.4489,"[('직원', 3), ('좀', 3), ('리뷰', 2), ('느낌', 2), ('웨', 2), ('감자', 2), ('밑', 1), ('보고', 1), ('주', 1), ('정도', 1)]",중립
43,오이랑 피클뺀 야채양 참고하세요 후기에 좋은 거 하나 있길래 기존 후기들 무시하고 갔는데 3번째 방문인 오늘 알바생이 쓴 후기라는 느낌을 쎄게 받았네요,4.5,0.0386,"[('후기', 3), ('오이랑', 1), ('피클', 1), ('야채', 1), ('참고', 1), ('좋은', 1), ('거', 1), ('하나', 1), ('있길래', 1), ('기존', 1)]",부정
44, 왜 안좋은 후기들이 넘쳐나는지 알 것 같아요,3.3,0.2433,"[('왜', 1), ('안좋은', 1), ('후기', 1), ('넘쳐나는지', 1), ('알', 1), ('것', 1), ('같아요', 1)]",부정
45,올때마다 느꼈지만 야채 양 적고요 ..소스도 적고 서브웨이가 맛없는건 처음이에요 .. 걍 맛없어요 야채 많이 달라했더니 주는척하다가 빼는건 무슨경우 ..? ㅋㅋㅋㅋㅋㅋ 사람 없는덴 이유가 있네요 ..^^ 빈약한 서브웨이 드시고 싶으신 분들이나 다이어트 하시는분들 가면 아주 좋을듯 합니다 ^^,3.7,0.0688,"[('야채', 2), ('서브웨이', 2), ('분', 2), ('때', 1), ('양', 1), ('소스', 1), ('맛없는건', 1), ('처음', 1), ('맛없어요', 1), ('달라', 1)]",부정
46,맛이떠용,3.3,0.3485,"[('맛', 1)]",중립
47,점장 있을 때랑 없을 때랑 직원 친절도가 다른 매장소스 말하기도 전에 혼자 잘못 넣어놓고 닦아드려요? 물어보는데 잘못들었나 싶었다. (안경 쓴 신입) 바빠서 그럴 수 있지라고 이해하는건 손님이 하는거지직원이 할 말은 아닌듯.,1.3,0.1279,"[('때', 2), ('직원', 2), ('말', 2), ('점', 1), ('있을', 1), ('없을', 1), ('친절', 1), ('도', 1), ('다른', 1), ('매장', 1)]",부정
48,와진짜 이렇게 맛없는 서브웨이 첨봄...별점낮길래 설마설마했는데 딴데갈걸그랬어요불친절은 아닌데야채 너무 적게주고 소스도 적고바쁜건 알겠는데 진짜 맛없음 시간많은분들은 딴데가세요 너무 맛없어서 처음으로 리뷰 남겨봄;,1.7,0.0027,"[('진짜', 2), ('봄', 2), ('맛없는', 1), ('서브웨이', 1), ('점', 1), ('낮길래', 1), ('걸', 1), ('그랬어요', 1), ('불친절', 1), ('아닌데', 1)]",부정
49,진짜... ㅋㅋ 왜 이렇게 허접하냐웨지 진짜 한입도 안먹었는데 ㄹㅇ 찌끄레기 준것같은 느낌.. 다시 안가여,3.7,0.0063,"[('진짜', 2), ('왜', 1), ('웨', 1), ('입도', 1), ('찌끄레기', 1), ('같은', 1), ('느낌', 1), ('다시', 1)]",부정
50,불친절해요,1.0,0.0269,"[('불친절해요', 1)]",부정
51,무쌍여자직원 안자르나요?ㅋㅋㅋ웅얼거리길래 다시물으니까 소리지르네요;; 싸가지밥말아먹은듯,3.5,0.0184,"[('무쌍', 1), ('여자', 1), ('직원', 1), ('웅', 1), ('길', 1), ('다시', 1), ('소리', 1), ('싸가지', 1), ('밥', 1), ('듯', 1)]",부정
52,비엘티에 파마산오레가노 소스는 직원분 추천으로 결제했는데 맛이 진짜 짰다. 속재료가 짠건지 햄이 짠건지 아무튼 너무 짜서 먹기가 힘든 정도였다. 나만 그렇게 느끼나? 해서 친구 3명에게 한입씩 줬는데 같은 반응.. ㅠㅠ 조금 짜네 이 정도가 아니라 못먹을 정도여서 결국 반도 못먹고 버렸다. 가격이 저렴한편도 아닌데 돈도 아깝고 음식도 아까웠다.,3.6,0.0009,"[('정도', 3), ('비엘', 1), ('티', 1), ('파', 1), ('마산', 1), ('오레가노', 1), ('소스', 1), ('직원', 1), ('추천', 1), ('결제', 1)]",부정
53,ㅋㅋ 어제 갔는데 손님이 앞에서 기다리는데 짜파게티? 컵라면을 도마에 두고 치즈를 거기 담고 있던데요 주문도 계속 씹고 이런데 처음 봤어요 ㅋㅋ,3.6,0.7887,"[('어제', 1), ('손님', 1), ('앞', 1), ('짜파게티', 1), ('컵라면', 1), ('도마', 1), ('치즈', 1), ('거기', 1), ('있던데요', 1), ('주문', 1)]",긍정
54,스테이크 시켰는데 고기도 많고 야채도 많고 친절하고 괜찮네요~ 사람이 많긴함,3.0,0.9537,"[('많고', 2), ('스테이크', 1), ('고기', 1), ('야채', 1), ('친절하고', 1), ('괜찮네요', 1), ('사람', 1), ('많긴', 1), ('함', 1)]",긍정
55,재료가 엄청 신선한 느낌은 아니었고 맛도 직원들도 그냥 무난무난 쏘쏘,3.0,0.4208,"[('무난', 2), ('재료', 1), ('신선한', 1), ('느낌', 1), ('아니었고', 1), ('맛', 1), ('직원', 1), ('그냥', 1)]",중립
56,바빠서 응대에 시간좀 걸리네요고기양은 터질것같이주네용..?소스도 너무과하게줫음..그냥 보통이에요,1.0,0.0058,"[('바빠서', 1), ('응대', 1), ('시간', 1), ('좀', 1), ('고기', 1), ('소스', 1), ('무과', 1), ('줫음', 1), ('그냥', 1), ('보통', 1)]",부정
57,양 엄청 적게 주고 서비스도 별로 맛도 별로.피클 빼고 야채 많이 달랬더니 야채 엄청 조금 넣더니 피클도 넣으려고 하더라구요. 피클 빼달라고 했을 때 본인이 대답까지 해놓고선. 안경 낀 나이드신 여자분인데 옆에 직원들한테 계속 말 걸고 손님 말은 한 귀로 듣고 한귀로 흘리시네요. 먹는데 빵이랑 고기밖에 없어요. 진짜 맛없어요. 이렇게 맛없는 서브웨이 첨 먹어요.. 주위에서도 강남역점 양 적고 최악이란 말은 많이 들었는데 진짜 별로네요.,3.1,0.0011,"[('별로', 3), ('피클', 3), ('말', 3), ('양', 2), ('야채', 2), ('귀로', 2), ('진짜', 2), ('서비스', 1), ('맛', 1), ('조금', 1)]",부정
58,아 진짜 여기 양 너무적음 ㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋ장난하나,2.1,0.0099,"[('진짜', 1), ('여기', 1), ('양', 1), ('무적', 1), ('음', 1), ('장난', 1), ('하나', 1)]",부정
59,매장이 바빠서 음식 받는데 조금 시간이 걸려요.,3.5,0.1714,"[('매장', 1), ('바빠서', 1), ('음식', 1), ('조금', 1), ('시간', 1)]",부정
60,매장 내에서 사용하는 쟁반을 쓰레기통에 넣어서 쓰레기 더 밑으로 내려가게 꾹꾹 누르시고는 그 쟁반을 또 다른 쟁반들 위에 올리시는 거 봤어요. 그분 그 손으로 음식도 만지시는 것 같던데.... 도저히 거기서 못 먹을 것 같아서 그냥 포장해서 먹었네요.,3.6,0.0093,"[('쟁반', 3), ('그', 2), ('것', 2), ('매장', 1), ('내', 1), ('사용', 1), ('쓰레기통', 1), ('쓰레기', 1), ('더', 1), ('밑', 1)]",부정
61,그냥 보고 판단하세요. 행사제품이라고 치킨마리어쩌구 입니다. 저는 실망이네요....ㅠㅜ,2.3,0.0481,"[('그냥', 1), ('보고', 1), ('판단', 1), ('행사', 1), ('제품', 1), ('치킨', 1), ('마리어', 1), ('쩌구', 1), ('입니다', 1), ('저', 1)]",부정
62,주말저녁방문평점 보고 걱정했는데직원들 다 친절하고 요청사항 들어줌남직원은 없었음. 아마 남직원들이 문제인듯?,4.7,0.6724,"[('직원', 3), ('남', 2), ('주말', 1), ('저녁', 1), ('방문', 1), ('평점', 1), ('보고', 1), ('걱정', 1), ('친절하고', 1), ('요청', 1)]",긍정
63,남직원들 진짜 손도 너무 느리고 회전율 진짜 개똥이네요... 느려 터졌어요 내가 해도 저거보단 빠를 듯점심시간마다 바쁜 건 알지만 이렇게까지 더딜 수 있나? 싶을 정도...점심시간대에는 여자 직원분들로 바꾸시는 게 좋겠어요...,3.0,0.0463,"[('직원', 2), ('진짜', 2), ('점심시간', 2), ('남', 1), ('손', 1), ('느리고', 1), ('회전', 1), ('율', 1), ('개똥이', 1), ('느려', 1)]",부정
64,채소를 거의 안넣네요.... 이런 서브웨이 처음봐요.......,3.6,0.4991,"[('채소', 1), ('거의', 1), ('이런', 1), ('서브웨이', 1), ('처음', 1)]",중립
65,굳,4.1,0.9239,"[('굳', 1)]",긍정
66,몇 번을 가도 야채는 왜 물어보는지 모르겠네요빼고 싶은것만 듣는거 같아요뺄건 다 빼고 더 달라는건 조금도 더 안주네요많이 넣어 달라고 하는데 조금 넣어달라고 잘못 알아듣나봐요,4.0,0.0393,"[('달라', 3), ('더', 2), ('조금', 2), ('몇', 1), ('번', 1), ('가도', 1), ('야채', 1), ('왜', 1), ('같아요', 1), ('건', 1)]",부정
67,야채를 아껴서주고,1.0,0.4782,"[('야채', 1), ('서주', 1)]",중립
68, 치즈도 대충 줘서 뭉쳐있음,3.0,0.1452,"[('치즈', 1), ('대충', 1)]",부정
69,시간없을 때 먹기 딱 좋아요 무난무난딱히 엄청 친절하진 않아요,4.6,0.8282,"[('무난', 2), ('시간', 1), ('없을', 1), ('때', 1), ('먹기', 1), ('좋아요', 1), ('딱히', 1), ('친절하진', 1)]",긍정
70,1. 특정 직원이 싸가지가 없음. 그냥 야채를 '던지듯이' 넣음. 부모님이랑 갔는데 ' 하대하는' 태도는 진짜 어이없었음. 2. 원래 동네 가던 지점에 비해 야채 1/5만큼만 넣음. 어이가 없어서....사람도 별로 없었습니다. 품질 관리,4.0,0.0334,"[('야채', 2), ('특정', 1), ('직원', 1), ('싸가지', 1), ('없음', 1), ('그냥', 1), ('부모님', 1), ('대하', 1), ('태도', 1), ('진짜', 1)]",부정
